index,week,price,num_orders,Month,food_id
534,4,484.03,175,3,31
535,4,486.03,108,3,30
536,1,145.53,1810,4,1
537,1,145.53,2768,4,2
538,1,142.62,702,4,3
539,1,416.19,55,4,21
540,1,253.23,40,4,5
541,1,247.41,54,4,4
542,1,182.42,757,4,8
543,1,182.36,771,4,7
544,1,195.03,1511,4,10
545,1,380.27,123,4,24
546,1,381.24,69,4,23
547,1,384.15,297,4,25
548,1,292.94,1743,4,17
549,1,447.23,958,4,27
550,1,250.26,1689,4,16
551,1,281.33,283,4,11
552,1,281.33,366,4,15
553,1,282.33,190,4,18
554,1,244.5,351,4,20
555,1,408.43,230,4,20
556,1,484.03,121,4,20
557,1,299.79,1025,4,19
558,1,283.24,513,4,19
559,1,303.67,338,4,19
560,1,446.23,68,4,28
561,1,446.23,55,4,29
562,1,484.03,26,4,32
563,1,184.33,729,4,9
564,1,153.32,1027,4,6
565,1,152.32,742,4,9
566,1,244.5,40,4,12
567,1,243.5,123,4,13
568,1,244.5,28,4,11
569,1,558.78,215,4,33
570,1,534.53,474,4,33
571,1,538.38,566,4,33
572,1,620.86,203,4,39
573,1,620.86,96,4,37
574,1,619.86,67,4,38
575,1,241.53,594,4,14
576,1,290.03,609,4,14
577,1,291.03,378,4,6
578,1,388.03,107,4,26
579,1,485.03,108,4,31
580,1,484.03,136,4,30
581,2,145.53,1350,4,1
582,2,143.56,1540,4,2
583,2,144.59,474,4,3
584,2,429.71,108,4,21
585,2,243.5,40,4,5
586,2,253.23,123,4,4
587,2,181.39,796,4,8
588,2,185.33,701,4,7
589,2,193.06,2024,4,10
590,2,322.04,311,4,24
591,2,323.98,202,4,23
592,2,324.04,352,4,25
593,2,303.61,1525,4,17
594,2,440.44,946,4,27
595,2,267.72,1499,4,16
596,2,281.33,296,4,11
597,2,282.33,351,4,15
598,2,280.33,163,4,18
599,2,242.5,337,4,20
600,2,408.43,215,4,20
601,2,484.03,244,4,20
602,2,300.76,1242,4,19
603,2,267.75,499,4,19
604,2,311.4,136,4,19
605,2,445.23,81,4,28
606,2,445.23,107,4,29
607,2,486.03,40,4,32
608,2,173.69,879,4,9
609,2,168.78,945,4,6
610,2,157.17,636,4,9
611,2,244.5,82,4,12
612,2,242.5,80,4,13
613,2,244.5,14,4,11
614,2,611.13,82,4,33
615,2,611.13,337,4,33
616,2,610.13,325,4,33
617,2,619.86,162,4,39
618,2,620.86,122,4,37
619,2,620.86,94,4,38
620,2,141.62,3174,4,14
621,2,290.03,608,4,14
622,2,291.03,310,4,6
623,2,387.03,122,4,26
624,2,484.03,134,4,31
625,2,485.03,109,4,30
626,3,145.53,1917,4,1
627,3,145.53,2159,4,2
628,3,145.56,663,4,3
629,3,435.53,28,4,21
630,3,96.03,771,4,5
631,3,98.03,514,4,4
632,3,181.39,877,4,8
633,3,183.39,878,4,7
634,3,192.09,1824,4,10
635,3,325.98,215,4,24
636,3,324.98,81,4,23
637,3,306.52,283,4,25
638,3,294.88,1688,4,17
639,3,431.71,1149,4,27
640,3,258.99,1647,4,16
641,3,281.33,419,4,11
642,3,282.33,501,4,15
643,3,280.33,296,4,18
644,3,242.5,136,4,20
645,3,407.43,136,4,20
646,3,484.03,215,4,20
647,3,320.13,1270,4,19
648,3,283.24,539,4,19
649,3,312.4,297,4,19
650,3,420.01,108,4,28
651,3,417.13,204,4,29
652,3,486.03,42,4,32
653,3,171.72,783,4,9
654,3,156.2,1026,4,6
655,3,171.69,878,4,9
656,3,244.5,68,4,12
657,3,243.5,68,4,13
658,3,243.5,67,4,11
659,3,612.13,134,4,33
660,3,610.13,379,4,33
661,3,612.13,608,4,33
662,3,620.86,163,4,39
663,3,618.86,217,4,37
664,3,618.86,176,4,38
665,3,197.94,1201,4,14
666,3,290.03,824,4,14
667,3,292.03,285,4,6
668,3,388.03,81,4,26
669,3,485.03,96,4,31
670,3,484.03,67,4,30
671,4,144.56,1646,4,1
672,4,145.56,1797,4,2
673,4,143.56,743,4,3
674,4,436.53,40,4,21
675,4,96.03,485,4,5
676,4,98.0,514,4,4
677,4,183.33,553,4,8
678,4,183.36,906,4,7
679,4,193.09,1270,4,10
680,4,316.22,418,4,24
681,4,319.13,298,4,23
682,4,331.8,432,4,25
683,4,306.52,1432,4,17
684,4,445.23,850,4,27
685,4,310.43,1472,4,16
686,4,281.33,311,4,11
687,4,281.33,296,4,15
688,4,280.33,297,4,18
689,4,320.13,68,4,20
690,4,407.43,13,4,20
691,4,534.53,188,4,20
692,4,319.13,1053,4,19
693,4,289.06,784,4,19
694,4,312.4,202,4,19
695,4,418.13,109,4,28
696,4,417.13,95,4,29
697,4,486.03,40,4,32
698,4,199.82,755,4,9
699,4,176.57,1203,4,6
700,4,165.9,811,4,9
701,4,244.5,108,4,12
702,4,242.5,96,4,13
703,4,243.5,80,4,11
704,4,610.13,150,4,33
705,4,611.13,229,4,33
706,4,615.98,325,4,33
707,4,620.86,243,4,39
708,4,618.86,107,4,37
709,4,619.86,81,4,38
710,4,195.0,1095,4,14
711,4,292.03,567,4,14
712,4,292.03,366,4,6
713,4,389.03,81,4,26
714,4,486.03,109,4,31
715,4,484.03,82,4,30
716,1,145.56,1781,5,1
717,1,146.53,1781,5,2
718,1,146.53,703,5,3
719,1,436.53,53,5,21
720,1,98.03,555,5,5
721,1,101.85,420,5,4
722,1,162.05,973,5,8
723,1,161.99,1581,5,7
724,1,194.03,1498,5,10
725,1,318.22,230,5,24
726,1,321.1,338,5,23
727,1,322.04,473,5,25
728,1,194.0,4739,5,17
729,1,447.23,1000,5,27
730,1,310.43,1187,5,16
731,1,281.33,323,5,11
732,1,280.33,337,5,15
733,1,282.33,163,5,18
734,1,339.53,94,5,20
735,1,407.43,13,5,20
736,1,534.53,177,5,20
737,1,319.13,1120,5,19
738,1,292.03,716,5,19
739,1,311.4,337,5,19
740,1,417.13,42,5,28
741,1,418.13,82,5,29
742,1,435.53,81,5,32
743,1,162.99,825,5,9
744,1,161.99,987,5,6
745,1,182.36,946,5,9
746,1,244.5,80,5,12
747,1,243.5,135,5,13
748,1,242.5,69,5,11
749,1,612.13,122,5,33
750,1,610.13,134,5,33
751,1,616.01,377,5,33
752,1,622.77,202,5,39
753,1,620.86,162,5,37
754,1,619.86,121,5,38
755,1,240.56,485,5,14
756,1,290.03,609,5,14
757,1,291.03,485,5,6
758,1,389.03,108,5,26
759,1,387.03,94,5,31
760,1,389.03,123,5,30
761,1,363.81,703,5,18
762,2,144.56,1863,5,1
763,2,146.53,1943,5,2
764,2,145.5,850,5,3
765,2,436.53,41,5,21
766,2,97.0,568,5,5
767,2,96.03,566,5,4
768,2,162.05,890,5,8
769,2,163.02,1270,5,7
770,2,193.09,1581,5,10
771,2,318.22,230,5,24
772,2,323.04,284,5,23
773,2,323.04,269,5,25
774,2,308.46,1309,5,17
775,2,447.23,797,5,27
776,2,286.18,1932,5,16
777,2,281.33,229,5,11
778,2,282.33,474,5,15
779,2,281.33,190,5,18
780,2,243.5,270,5,20
781,2,407.43,14,5,20
782,2,485.03,149,5,20
783,2,194.97,4362,5,19
784,2,192.12,3739,5,19
785,2,312.4,269,5,19
786,2,398.7,107,5,28
787,2,422.01,96,5,29
788,2,436.53,15,5,32
789,2,200.79,838,5,9
790,2,163.96,1295,5,6
791,2,147.47,946,5,9
792,2,243.5,80,5,12
793,2,243.5,67,5,13
794,2,243.5,80,5,11
795,2,610.13,95,5,33
796,2,611.13,216,5,33
797,2,618.89,391,5,33
798,2,619.86,217,5,39
799,2,618.86,122,5,37
800,2,618.86,149,5,38
801,2,243.53,364,5,14
802,2,291.03,621,5,14
803,2,291.03,581,5,6
804,2,388.03,176,5,26
805,2,389.03,80,5,31
806,2,387.03,80,5,30
807,2,361.81,890,5,18
808,3,146.53,1729,5,1
809,3,144.56,2011,5,2
810,3,144.53,688,5,3
811,3,436.53,27,5,21
812,3,244.44,150,5,5
813,3,216.37,122,5,4
814,3,155.23,715,5,8
815,3,162.02,1446,5,7
816,3,226.04,1687,5,10
817,3,397.73,175,5,24
818,3,381.24,188,5,23
819,3,378.3,377,5,25
820,3,246.38,1768,5,17
821,3,423.89,568,5,27
822,3,225.1,5130,5,16
823,3,281.33,242,5,11
824,3,281.33,338,5,15
825,3,281.33,366,5,18
826,3,238.62,161,5,20
827,3,485.03,190,5,20
828,3,242.5,2701,5,19
829,3,223.13,1702,5,19
830,3,311.4,176,5,19
831,3,447.23,94,5,28
832,3,447.23,122,5,29
833,3,437.53,26,5,32
834,3,172.69,877,5,9
835,3,161.05,1160,5,6
836,3,161.99,850,5,9
837,3,246.41,123,5,12
838,3,244.5,107,5,13
839,3,244.5,150,5,11
840,3,610.13,94,5,33
841,3,611.13,256,5,33
842,3,612.13,418,5,33
843,3,622.77,231,5,39
844,3,620.86,107,5,37
845,3,624.68,107,5,38
846,3,241.53,512,5,14
847,3,290.03,674,5,14
848,3,291.03,555,5,6
849,3,387.03,123,5,26
850,3,373.45,148,5,31
851,3,389.03,109,5,30
852,3,319.13,1135,5,18
853,4,145.53,1714,5,1
854,4,144.53,2093,5,2
855,4,144.56,1068,5,3
856,4,435.53,15,5,21
857,4,248.35,82,5,5
858,4,253.23,82,5,4
859,4,161.05,878,5,8
860,4,160.05,1607,5,7
861,4,228.01,1687,5,10
862,4,386.12,136,5,24
863,4,366.72,242,5,23
864,4,377.36,217,5,25
865,4,269.72,1594,5,17
866,4,430.71,784,5,27
867,4,206.67,2078,5,16
868,4,280.36,527,5,11
869,4,281.36,580,5,15
870,4,281.36,337,5,18
871,4,242.5,148,5,20
872,4,407.43,42,5,20
873,4,484.03,177,5,20
874,4,320.16,1026,5,19
875,4,256.14,1040,5,19
876,4,310.4,244,5,19
877,4,445.23,13,5,28
878,4,446.23,53,5,29
879,4,435.53,55,5,32
880,4,156.17,715,5,9
881,4,160.08,1295,5,6
882,4,162.99,933,5,9
883,4,244.5,215,5,12
884,4,244.5,108,5,13
885,4,244.5,96,5,11
886,4,514.13,96,5,33
887,4,515.13,404,5,33
888,4,517.07,608,5,33
889,4,618.86,202,5,39
890,4,619.86,54,5,37
891,4,619.86,67,5,38
892,4,242.53,568,5,14
893,4,292.03,620,5,14
894,4,292.03,512,5,6
895,4,387.03,108,5,26
896,4,400.64,109,5,31
897,4,389.03,81,5,30
898,4,321.13,635,5,18
899,1,144.53,2038,6,1
900,1,144.53,2255,6,2
901,1,144.56,499,6,3
902,1,333.74,53,6,21
903,1,161.99,123,6,5
904,1,172.69,175,6,4
905,1,161.08,852,6,8
906,1,161.99,1526,6,7
907,1,226.98,1864,6,10
908,1,390.0,81,6,24
909,1,379.27,122,6,23
910,1,361.84,202,6,25
911,1,285.24,1863,6,17
912,1,438.47,824,6,27
913,1,241.59,2159,6,16
914,1,282.33,377,6,11
915,1,281.33,514,6,15
916,1,280.33,231,6,18
917,1,244.5,188,6,20
918,1,408.43,136,6,20
919,1,486.03,203,6,20
920,1,319.16,1135,6,19
921,1,276.51,1472,6,19
922,1,310.4,662,6,19
923,1,447.23,53,6,28
924,1,447.23,177,6,29
925,1,460.78,26,6,32
926,1,178.51,1095,6,9
927,1,148.44,906,6,6
928,1,161.05,1054,6,9
929,1,244.5,162,6,12
930,1,244.5,136,6,13
931,1,243.5,82,6,11
932,1,527.71,215,6,33
933,1,514.13,269,6,33
934,1,523.86,661,6,33
935,1,618.86,204,6,39
936,1,619.86,177,6,37
937,1,620.86,109,6,38
938,1,241.53,501,6,14
939,1,292.03,458,6,14
940,1,291.03,581,6,6
941,1,389.03,94,6,26
942,1,455.93,136,6,31
943,1,484.03,95,6,30
944,1,321.13,932,6,18
945,2,144.53,1743,6,1
946,2,145.53,2038,6,2
947,2,144.53,971,6,3
948,2,292.94,109,6,21
949,2,154.29,121,6,5
950,2,155.26,215,6,4
951,2,157.17,1365,6,8
952,2,162.05,1430,6,7
953,2,227.95,1674,6,10
954,2,374.48,135,6,24
955,2,377.33,81,6,23
956,2,376.42,162,6,25
957,2,282.27,1700,6,17
958,2,425.86,879,6,27
959,2,266.78,1890,6,16
960,2,280.33,229,6,11
961,2,281.33,634,6,15
962,2,281.33,352,6,18
963,2,304.58,134,6,20
964,2,339.5,107,6,20
965,2,532.53,121,6,20
966,2,320.13,865,6,19
967,2,244.5,2186,6,19
968,2,241.53,1255,6,19
969,2,447.23,54,6,28
970,2,446.23,27,6,29
971,2,484.03,69,6,32
972,2,174.63,1095,6,9
973,2,171.72,1336,6,6
974,2,138.71,811,6,9
975,2,243.5,134,6,12
976,2,243.5,95,6,13
977,2,244.5,27,6,11
978,2,612.13,122,6,33
979,2,610.13,188,6,33
980,2,610.13,472,6,33
981,2,621.77,243,6,39
982,2,620.86,122,6,37
