index,price,Month,food_id,num_orders
349,148.47,5,2,2011
350,149.38,1,2,1472
351,149.38,2,3,891
352,149.38,3,1,1648
353,149.38,6,2,3157
354,149.38,7,1,4997
355,149.38,7,2,1540
356,149.38,7,3,1079
357,149.38,8,1,2444
358,149.38,8,2,2389
359,149.38,8,3,527
360,149.38,10,1,5455
361,149.38,10,2,2187
362,149.38,10,3,756
363,149.38,11,4,107
364,149.38,12,3,730
365,149.41,1,1,1755
366,149.41,1,2,1984
367,149.41,2,2,4363
368,149.41,2,9,932
369,149.41,4,3,231
370,149.41,5,1,2511
371,149.41,5,3,1284
372,149.41,6,1,2294
373,149.41,6,4,94
374,149.41,7,2,1500
375,149.41,8,1,2389
376,149.41,10,1,2592
377,149.41,11,2,2256
378,149.41,12,2,1986
379,149.44,1,1,2161
380,149.44,3,2,2309
381,149.44,4,2,2512
382,149.44,4,9,526
383,149.44,8,3,878
384,150.35,1,5,431
385,150.35,2,5,203
386,150.35,5,5,190
387,150.35,6,5,216
388,150.35,7,4,80
389,150.35,8,2,2391
390,150.35,9,2,1432
391,150.35,9,3,621
392,150.35,9,5,188
393,150.38,3,9,811
394,150.38,6,2,1606
395,150.38,6,3,594
396,150.38,7,1,2335
397,150.38,7,2,3171
398,150.38,7,3,620
399,150.38,7,5,109
400,150.38,8,1,3659
401,150.38,8,3,932
402,150.38,9,1,5711
403,150.38,9,2,2416
404,150.38,9,5,108
405,150.38,10,1,1958
406,150.38,10,2,2309
407,150.38,10,3,959
408,150.38,11,1,3631
409,150.38,11,2,1972
410,150.38,11,5,148
411,150.38,12,1,2403
412,150.38,12,2,1756
413,150.38,12,3,676
414,150.38,12,9,663
415,150.41,2,1,2512
416,150.41,4,3,149
417,150.41,4,5,81
418,150.41,5,2,3566
419,150.41,9,2,1675
420,150.41,9,3,636
421,150.41,12,1,3172
422,151.32,1,9,1025
423,151.32,2,9,809
424,151.32,3,4,135
425,151.32,3,9,1257
426,151.32,5,5,230
427,151.32,7,4,215
428,151.32,9,5,258
429,151.32,12,5,243
430,151.35,1,3,1027
431,151.35,1,4,229
432,151.35,3,6,944
433,151.35,4,4,80
434,151.35,4,6,229
435,151.35,6,3,716
436,151.35,8,2,2213
437,151.35,9,3,567
438,151.35,9,4,256
439,151.38,1,3,744
440,151.38,5,1,2362
441,151.38,6,1,4777
442,151.38,6,2,1458
443,151.38,6,3,567
444,151.38,7,3,717
445,151.38,7,4,123
446,151.38,9,1,6521
447,151.38,9,2,1662
448,151.38,9,3,717
449,151.38,10,2,1662
450,151.38,10,3,620
451,151.38,11,1,2321
452,151.38,11,3,1635
453,151.38,12,1,5860
454,151.38,12,2,3862
455,151.38,12,3,594
456,151.38,12,4,242
457,152.29,3,6,594
458,152.29,3,9,311
459,152.29,4,4,67
460,152.29,5,5,596
461,152.29,6,4,189
462,152.29,6,5,623
463,152.29,7,4,176
464,152.29,7,5,148
465,152.29,7,9,931
466,152.29,9,5,188
467,152.29,10,5,148
468,152.29,10,9,595
469,152.29,11,4,189
470,152.29,11,5,297
471,152.29,12,4,190
472,152.29,12,5,150
473,152.29,12,6,852
474,152.32,1,4,122
475,152.32,3,4,243
476,152.32,4,4,135
477,152.32,4,5,351
478,152.32,4,9,742
479,152.32,6,5,177
480,152.32,7,5,136
481,152.32,8,5,136
482,152.32,9,4,136
483,152.32,10,6,892
484,152.32,11,6,771
485,152.35,3,6,918
486,152.35,3,9,689
487,152.35,6,1,2242
488,152.35,6,3,690
489,152.35,7,4,150
490,152.35,7,5,312
491,152.35,7,9,906
492,152.35,8,4,134
493,152.35,9,4,161
494,152.35,9,9,366
495,152.35,12,3,634
496,153.26,1,4,310
497,153.26,1,5,190
498,153.26,2,5,188
499,153.26,2,6,674
500,153.26,3,5,148
501,153.26,4,4,229
502,153.26,4,5,231
503,153.26,4,9,728
504,153.26,5,5,296
505,153.26,6,5,325
506,153.26,8,5,136
507,153.26,10,4,189
508,153.26,11,1,2593
509,153.26,11,3,634
510,153.26,11,4,297
511,153.26,12,4,380
512,153.29,2,5,175
513,153.29,2,17,1230
514,153.29,3,5,176
515,153.29,4,4,161
516,153.29,5,4,189
517,153.29,5,5,298
518,153.29,6,4,161
519,153.29,7,4,310
520,153.29,7,5,229
521,153.29,10,4,176
522,153.29,11,2,1459
523,153.29,11,5,297
524,153.29,12,4,150
525,153.32,1,6,1108
526,153.32,2,5,188
527,153.32,3,5,283
528,153.32,4,5,122
529,153.32,4,6,1027
530,153.32,5,4,123
531,153.32,6,5,215
532,153.32,7,5,271
533,153.32,8,5,204
534,153.32,9,4,95
535,153.32,10,4,123
536,153.32,11,5,446
537,153.32,12,9,770
538,154.23,2,17,6047
539,154.23,8,9,445
540,154.23,11,3,755
541,154.26,1,4,68
542,154.26,2,4,176
543,154.26,3,4,445
544,154.26,3,5,109
545,154.26,4,4,81
546,154.26,4,5,420
547,154.26,5,4,457
548,154.26,5,5,202
549,154.26,6,4,244
550,154.26,7,9,1014
551,154.26,8,4,188
552,154.26,9,4,203
553,154.26,10,5,188
554,154.26,10,9,364
555,154.26,11,2,2078
556,154.26,11,4,244
557,154.26,12,4,216
558,154.26,12,5,433
559,154.26,12,6,1093
560,154.26,12,9,1269
561,154.29,1,4,176
562,154.29,1,5,581
563,154.29,2,4,340
564,154.29,3,4,150
565,154.29,4,5,190
566,154.29,5,9,285
567,154.29,6,5,121
568,154.29,8,4,163
569,154.29,10,5,539
570,154.29,11,4,163
571,154.29,12,5,824
572,155.2,2,8,256
573,155.2,5,9,528
574,155.2,8,6,971
575,155.2,8,9,919
576,155.2,9,6,473
577,155.23,2,9,865
578,155.23,3,9,420
579,155.23,5,8,715
580,155.23,12,6,445
581,155.26,1,4,176
582,155.26,1,5,188
583,155.26,2,4,216
584,155.26,3,4,244
585,155.26,3,5,283
586,155.26,4,9,703
587,155.26,5,4,281
588,155.26,6,4,311
589,155.26,7,5,177
590,155.26,8,4,134
591,155.26,8,5,188
592,155.26,9,4,584
593,155.26,9,5,273
594,155.26,11,1,2537
595,155.26,11,5,242
596,155.26,12,4,95
597,156.17,2,17,6372
598,156.17,5,9,715
599,156.17,6,3,485
600,156.17,7,9,609
601,156.17,10,8,1174
602,156.17,12,9,582
603,156.2,1,9,1079
604,156.2,2,16,1324
605,156.2,4,6,1026
606,156.2,7,6,1079
607,156.2,10,9,891
608,156.2,12,9,445
609,156.23,8,6,622
610,156.23,8,19,4820
611,157.14,2,6,1014
612,157.14,2,8,472
613,157.14,3,8,879
614,157.14,8,6,825
615,157.14,8,7,1378
616,157.17,2,6,1133
617,157.17,2,9,1191
618,157.17,3,8,1431
619,157.17,4,9,636
620,157.17,5,6,717
621,157.17,6,8,1365
622,157.17,8,6,527
623,157.17,8,8,1014
624,157.17,10,6,528
625,157.17,12,6,1160
626,157.2,1,9,2052
627,157.2,2,9,447
628,157.2,3,8,919
629,157.2,5,6,1025
630,157.2,7,6,1106
631,157.2,8,6,919
632,157.2,12,8,782
633,158.11,3,7,1459
634,158.11,7,9,607
635,158.11,9,7,1539
636,158.11,11,8,662
637,158.14,2,7,2565
638,158.14,3,6,2795
639,158.14,9,9,797
640,158.14,12,8,782
641,158.14,12,9,379
642,158.17,1,9,582
643,158.17,12,9,1430
644,159.08,3,7,1013
645,159.08,3,8,743
646,159.08,5,6,1108
647,159.08,5,7,1094
648,159.08,5,8,2447
649,159.08,11,8,663
650,159.08,11,9,432
651,159.11,3,8,1066
652,159.11,9,8,960
653,159.11,11,7,1026
654,159.14,4,8,730
655,159.14,9,6,392
656,159.14,11,9,797
657,159.14,12,8,1176
658,160.05,1,7,1580
659,160.05,1,8,1554
660,160.05,1,9,377
661,160.05,2,7,1228
662,160.05,3,9,593
663,160.05,4,6,204
664,160.05,5,7,5417
665,160.05,7,9,647
666,160.05,8,5,243
667,160.05,8,8,2269
668,160.05,8,9,729
669,160.05,9,6,433
670,160.05,9,8,2416
671,160.05,9,9,620
672,160.05,11,7,716
673,160.05,11,8,661
674,160.05,11,9,1593
675,160.05,12,9,649
676,160.08,2,8,1230
677,160.08,3,8,2106
678,160.08,5,6,1295
679,160.08,5,7,1229
680,160.08,8,4,134
681,160.08,9,8,595
682,160.08,12,7,1539
683,160.11,2,8,933
684,160.11,3,7,1431
685,161.02,1,8,312
686,161.05,2,7,971
687,161.05,2,9,676
688,161.05,3,6,809
689,161.05,3,7,2284
690,161.05,3,8,797
691,161.05,3,9,433
692,161.05,4,6,323
693,161.05,4,7,1500
694,161.05,4,9,323
695,161.05,5,6,1160
696,161.05,5,8,1741
697,161.05,6,9,1054
698,161.05,8,6,662
699,161.05,8,9,513
700,161.05,9,6,648
701,161.05,9,7,2767
702,161.05,11,6,755
703,161.05,11,7,674
704,161.05,11,8,796
705,161.05,11,9,1568
706,161.05,12,5,188
707,161.05,12,7,1498
708,161.08,2,7,1242
709,161.08,2,8,823
710,161.08,3,7,3051
711,161.08,3,8,1122
712,161.08,5,8,946
713,161.08,6,7,1446
714,161.08,6,8,852
715,161.99,3,7,1054
716,161.99,5,6,987
717,161.99,5,7,1581
718,161.99,5,9,850
719,161.99,6,1,1337
720,161.99,6,2,3241
721,161.99,6,5,123
722,161.99,6,7,1526
723,161.99,7,2,1430
724,161.99,8,4,95
725,161.99,8,7,1581
726,161.99,9,6,823
727,161.99,9,9,1364
728,161.99,10,4,150
729,161.99,10,5,148
730,161.99,12,4,109
731,161.99,12,5,134
732,162.02,2,17,10745
733,162.02,3,7,1120
734,162.02,3,8,2132
735,162.02,5,7,3743
736,162.02,8,7,1403
737,162.02,10,7,2472
738,162.02,11,7,1133
739,162.02,12,7,1121
740,162.02,12,9,567
741,162.05,1,7,1473
742,162.05,1,9,757
743,162.05,2,7,1228
744,162.05,3,6,1026
745,162.05,3,7,1511
746,162.05,5,6,1322
747,162.05,5,7,2635
748,162.05,5,8,3565
749,162.05,5,9,215
750,162.05,6,7,1430
751,162.05,6,8,1540
752,162.05,8,9,892
753,162.05,9,6,809
754,162.05,9,7,2632
755,162.05,9,8,1068
756,162.05,12,6,485
757,162.05,12,7,4903
758,162.05,12,8,1377
759,162.96,5,9,663
760,162.96,7,1,1513
761,162.96,8,9,635
762,162.96,12,5,257
763,162.99,1,6,1620
764,162.99,2,9,769
765,162.99,4,9,959
766,162.99,5,9,1758
767,162.99,6,1,1079
768,162.99,6,3,418
769,162.99,6,6,825
770,162.99,7,9,1646
771,162.99,8,5,204
772,162.99,11,6,744
773,162.99,12,8,1417
774,163.02,1,7,971
775,163.02,3,7,1176
776,163.02,5,7,1270
777,163.02,6,9,568
778,163.02,9,5,161
779,163.93,8,4,244
780,163.93,8,5,217
781,163.93,9,4,162
782,163.93,9,8,796
783,163.93,10,6,419
784,163.96,4,6,715
785,163.96,5,6,1295
786,163.96,5,9,580
787,163.96,7,3,609
788,163.96,7,6,676
789,163.96,12,14,1715
790,163.99,1,8,715
791,163.99,2,7,783
792,163.99,2,8,932
793,163.99,2,9,770
794,163.99,5,8,701
795,163.99,6,9,985
796,163.99,7,9,622
797,163.99,9,4,95
798,163.99,9,6,877
799,163.99,10,6,931
800,163.99,10,7,1795
801,163.99,10,8,770
802,163.99,10,9,594
803,164.9,5,15,1512
804,164.9,8,9,554
805,164.9,9,9,607
806,164.9,10,9,420
807,164.93,1,6,998
808,164.93,2,6,973
809,164.93,2,9,945
810,164.93,8,9,944
811,164.93,9,4,174
812,164.93,11,9,904
813,164.93,12,4,284
814,164.96,2,9,607
815,164.96,4,9,473
816,164.96,7,1,1135
817,164.96,7,2,2105
818,164.96,9,5,189
819,164.96,9,6,662
820,164.96,10,8,825
821,165.87,1,9,337
822,165.87,6,6,1378
823,165.87,11,9,608
824,165.9,4,9,1932
825,165.9,8,9,582
826,165.9,9,6,755
827,165.93,2,9,918
828,165.93,3,9,541
829,165.93,7,3,499
830,165.93,8,5,176
831,165.93,9,5,231
832,165.93,10,9,474
833,165.93,12,9,1025
834,166.84,6,6,823
835,166.84,8,9,865
836,166.87,6,9,1296
837,166.87,8,19,3996
838,166.87,9,7,1432
839,166.87,9,9,770
840,166.87,11,9,703
841,166.9,6,9,863
842,166.9,10,9,784
843,166.9,11,6,553
844,167.81,5,6,512
845,167.87,3,9,1689
846,167.87,5,9,701
847,167.87,11,9,701
848,168.78,1,6,487
849,168.78,1,9,485
850,168.78,4,6,945
851,168.78,6,6,971
852,168.78,7,9,892
853,168.78,8,6,958
854,168.78,10,9,1945
855,168.81,2,9,851
856,168.81,3,9,512
857,168.81,5,9,743
858,168.84,4,9,568
859,168.84,7,6,634
860,168.84,10,9,622
861,168.84,12,9,620
862,169.75,2,6,823
863,169.75,2,9,811
864,169.75,6,9,2063
865,169.75,8,8,715
866,169.75,9,9,837
867,169.75,10,6,541
868,169.75,10,9,1324
869,169.75,11,9,728
870,169.75,11,15,1378
871,169.78,1,9,688
872,169.78,3,9,1176
873,169.78,4,9,971
874,169.78,5,6,486
875,169.78,11,9,715
876,169.81,4,6,513
877,169.81,5,9,771
878,169.81,7,9,1025
879,169.81,10,6,742
880,169.81,12,9,1594
881,170.72,1,9,986
882,170.72,3,6,960
883,170.72,4,6,933
884,170.72,5,9,959
885,170.75,4,9,243
886,170.75,7,6,891
887,170.75,7,9,1162
888,170.75,9,6,337
889,170.75,11,9,404
890,170.75,12,9,755
891,170.78,10,6,690
892,171.69,4,9,878
893,171.69,9,9,553
894,171.72,4,9,1364
895,171.72,6,6,1336
896,171.72,9,9,782
897,171.75,8,9,1188
898,171.75,9,9,663
899,172.66,1,6,1268
900,172.66,6,6,850
901,172.66,7,9,499
902,172.66,8,6,770
903,172.69,1,9,1607
904,172.69,3,9,555
905,172.69,5,9,877
906,172.69,6,4,175
907,172.69,9,9,703
908,172.69,11,6,838
909,172.69,12,9,555
910,172.72,2,6,743
911,172.72,2,9,838
912,172.72,10,17,6695
913,172.72,12,6,1133
914,173.63,1,9,1539
915,173.63,2,9,892
916,173.63,6,6,1417
917,173.63,7,6,1216
918,173.63,12,9,1768
919,173.66,2,6,824
920,173.66,7,14,1027
921,173.66,10,6,798
922,173.69,4,9,879
923,173.69,9,9,553
924,173.69,12,9,352
925,174.6,1,9,568
926,174.6,8,9,717
927,174.6,12,9,419
928,174.63,1,8,431
929,174.63,6,9,2040
930,174.63,7,14,716
931,174.63,9,9,770
932,174.63,10,14,1202
933,174.66,1,6,674
934,174.66,5,9,675
935,175.57,3,9,663
936,175.57,4,9,648
937,175.57,10,9,688
938,175.6,4,9,863
939,175.6,8,9,716
940,175.63,3,9,473
941,175.63,7,9,890
942,175.63,11,14,1149
943,175.63,12,6,1189
944,176.54,1,6,904
945,176.54,10,9,593
946,176.54,12,8,770
947,176.57,2,8,838
948,176.57,3,9,541
949,176.57,4,6,1203
950,176.57,6,6,539
951,176.57,7,6,757
952,176.57,10,14,931
953,176.57,11,6,661
954,176.6,1,6,1161
955,176.6,1,9,1135
956,176.6,5,9,567
957,176.6,7,14,973
958,176.6,11,14,1147
959,177.51,1,6,1578
960,177.51,6,6,568
961,177.51,8,6,701
962,177.51,9,9,809
963,177.54,3,9,729
964,177.54,11,6,622
965,177.57,12,9,1242
966,178.48,1,9,1161
967,178.48,4,8,539
968,178.48,8,8,688
969,178.48,9,9,581
970,178.48,11,9,458
971,178.48,12,19,3133
972,178.51,5,9,1457
973,178.51,6,8,662
974,178.51,6,9,1095
975,178.51,10,6,568
976,178.51,11,8,703
977,178.54,2,9,878
978,179.45,1,6,1108
979,179.45,4,8,796
980,179.45,5,9,1108
981,179.45,7,8,1189
982,179.45,10,7,1257
983,179.45,10,9,458
984,179.48,4,8,391
985,179.48,6,9,485
986,179.48,7,7,825
987,179.48,10,8,567
988,179.48,11,6,487
989,179.48,11,8,823
990,179.48,11,9,513
991,179.48,12,19,2795
992,179.51,2,9,487
993,179.51,3,16,1810
994,179.51,4,8,944
995,180.42,5,9,622
996,180.42,6,8,1688
997,180.42,7,7,1026
998,180.42,7,8,458
999,180.42,7,9,404
1000,180.42,9,8,824
1001,180.42,10,8,566
1002,180.42,12,7,998
1003,180.45,1,6,431
1004,180.45,4,7,973
1005,180.45,4,8,892
1006,180.45,6,9,555
1007,180.45,8,7,1133
1008,180.45,10,8,501
1009,180.45,11,8,865
1010,180.45,12,6,431
1011,180.48,8,8,715
1012,180.48,11,9,460
1013,181.39,2,7,1228
1014,181.39,2,8,890
1015,181.39,2,17,4321
1016,181.39,4,7,2175
1017,181.39,4,8,1673
1018,181.39,6,7,945
1019,181.39,6,8,1188
1020,181.39,6,15,1716
1021,181.39,8,8,595
1022,181.39,9,7,999
1023,181.39,9,8,593
1024,181.39,11,9,553
1025,181.42,1,9,715
1026,181.42,3,6,528
1027,181.42,3,9,931
1028,181.42,4,7,1983
1029,181.42,6,7,1122
1030,181.42,6,9,1027
1031,181.42,7,9,609
1032,181.42,10,7,796
1033,181.42,11,7,1080
1034,181.42,11,9,715
1035,181.45,1,8,715
1036,181.45,2,6,1079
1037,181.45,2,8,824
1038,181.45,4,8,1187
1039,181.45,7,7,1133
1040,181.45,11,9,769
1041,182.36,1,7,1971
1042,182.36,1,8,784
1043,182.36,4,7,771
1044,182.36,5,9,946
1045,182.36,7,7,728
1046,182.36,7,8,553
1047,182.36,8,7,933
1048,182.36,8,9,648
1049,182.36,9,7,1295
1050,182.36,9,9,527
1051,182.36,10,8,581
1052,182.36,11,6,527
1053,182.36,11,8,771
1054,182.39,1,8,837
1055,182.39,2,7,892
1056,182.39,4,7,418
1057,182.39,6,7,1700
1058,182.39,6,8,729
1059,182.39,7,6,729
1060,182.39,7,7,1175
1061,182.39,8,8,770
1062,182.39,9,8,837
1063,182.39,10,7,1257
1064,182.39,10,8,1295
1065,182.42,1,7,1013
1066,182.42,3,7,971
1067,182.42,3,8,877
1068,182.42,4,8,757
1069,182.42,6,7,757
1070,182.42,7,7,2025
1071,182.42,7,8,1443
1072,182.42,8,7,918
1073,182.42,10,7,1149
1074,182.42,10,9,609
1075,182.42,12,6,811
1076,183.33,1,8,513
1077,183.33,3,9,728
1078,183.33,4,8,553
1079,183.33,7,6,958
1080,183.33,8,7,932
1081,183.36,1,9,568
1082,183.36,2,7,1999
1083,183.36,4,7,906
1084,183.36,6,7,1257
1085,183.36,7,7,932
1086,183.36,7,8,1229
1087,183.36,11,7,1243
1088,183.39,1,7,204
1089,183.39,2,6,783
1090,183.39,2,8,474
1091,183.39,4,7,1539
1092,183.39,6,7,879
1093,183.39,6,9,1066
1094,183.39,11,7,1026
1095,183.39,12,9,501
1096,184.3,1,9,1214
1097,184.33,1,8,702
1098,184.33,1,9,636
1099,184.33,2,17,5036
1100,184.33,4,6,1012
1101,184.33,4,9,729
1102,184.33,8,9,1012
1103,184.33,11,8,1149
1104,184.36,1,7,3116
1105,184.36,1,8,1026
1106,184.36,2,8,688
1107,184.36,6,8,501
1108,184.36,8,7,1121
1109,184.36,9,7,892
1110,184.36,10,7,2256
1111,184.36,10,8,379
1112,184.36,10,9,703
1113,184.36,11,7,1311
1114,184.36,12,6,1135
1115,185.27,2,6,837
